F(201.46512954301477, 1555.405930940739, 0.6696179734145902)
F(236.76424266122947, 1583.349857902916, 0.6696179734145902)
F(272.3369923152443, 1611.510404453947, 0.6696179734145902)
F(307.42348580965347, 1639.4415788164563, 0.6719446400812569)
F(307.42348580965347, 1639.4415788164563, 0.6719446400812569)
F(342.596754393572, 1667.263399463668, 0.6696179734145902)
F(377.34859444018645, 1694.774087248137, 0.6696179734145902)
F(412.6477075584011, 1722.7180142103139, 0.6696179734145902)
F(412.6477075584011, 1722.7180142103139, 0.6696179734145902)
F(447.6731841408157, 1750.4453215836368, 0.6696179734145902)
F(482.97229725903037, 1778.3892485458136, 0.6696179734145902)
F(517.997773841445, 1806.1165559191365, 0.6696179734145902)
F(553.2968869596597, 1834.0604828813134, 0.6696179734145902)
F(553.2968869596597, 1834.0604828813134, 0.6696179734145902)
F(588.8568859840053, 1860.8155991531041, 0.6486779734145902)
F(627.8677499014865, 1883.7956642539539, 0.5486313067479236)
F(670.1927830211049, 1898.8639237786774, 0.3718046400812569)
F(670.1927830211049, 1898.8639237786774, 0.3718046400812569)
F(714.9056709148291, 1905.228319015673, 0.17403797341459026)
F(756.8417446524957, 1904.1027974066226, 0.008844640081256933)
F(797.9525085497534, 1896.9290002831626, 6.1431232805941764)
F(797.9525085497534, 1896.9290002831626, 6.1431232805941764)
F(837.0017176749651, 1883.7336662524408, 5.991889947260844)
F(873.4818847643376, 1865.358780388972, 5.849963280594177)
F(907.4454596035864, 1841.0875264528252, 5.696403280594177)
F(932.8207821779716, 1813.6930512157094, 5.514923280594178)
F(932.8207821779716, 1813.6930512157094, 5.514923280594178)
F(952.2469773100671, 1782.1641601040856, 5.324136613927511)
F(965.5444142475418, 1747.6206686750518, 5.1380032805941775)
F(972.2195338352582, 1711.213012780947, 4.951869947260844)
F(972.2195338352582, 1711.213012780947, 4.951869947260844)
F(971.4254190052819, 1672.9363531042438, 4.749449947260844)
F(963.2207582065794, 1636.2652474723739, 4.551683280594178)
F(948.4237971256453, 1602.3167869062718, 4.360896613927511)
F(929.1104240376211, 1567.756492276921, 4.235256613927511)
F(929.1104240376211, 1567.756492276921, 4.235256613927511)
F(908.463892877401, 1527.5525382191895, 4.237583280594178)
F(888.0131019252758, 1488.0329654165764, 4.235256613927511)
F(867.4982139021284, 1448.3501359635532, 4.235256613927511)
F(867.4982139021284, 1448.3501359635532, 4.235256613927511)
F(846.6917709827159, 1407.8359736300997, 4.237583280594178)
F(826.0810682713987, 1368.0061925517655, 4.235256613927511)
F(805.5944488703702, 1328.1124467697543, 4.237583280594178)
F(805.5944488703702, 1328.1124467697543, 4.237583280594178)
F(785.331495819269, 1288.6923876291485, 4.237583280594178)
F(764.7207931079519, 1248.8626065508142, 4.235256613927511)
F(744.2341737069233, 1208.968860768803, 4.237583280594178)
F(723.6234709956062, 1169.1390796904689, 4.235256613927511)
F(703.1368515945777, 1129.2453339084577, 4.237583280594178)
F(703.1368515945777, 1129.2453339084577, 4.237583280594178)
F(682.5547969206244, 1089.2044864349289, 4.237583280594178)
F(662.1322930580972, 1049.4740331278615, 4.237583280594178)
F(641.5502383841439, 1009.4331856543326, 4.237583280594178)
F(641.5502383841439, 1009.4331856543326, 4.237583280594178)
F(620.5344409609565, 969.6174849569678, 4.228276613927512)
F(591.9115376444636, 934.9881580877386, 4.051449947260845)
F(556.4541645151347, 913.1937186817813, 3.758289947260845)
F(523.9166284492676, 903.8316113501088, 3.5163166139275117)
F(523.9166284492676, 903.8316113501088, 3.5163166139275117)
F(489.3749769451289, 902.579363307134, 3.269689947260845)
F(456.74577746753124, 909.2674458195794, 3.0346966139275118)
F(426.1626414900309, 923.7937013835259, 2.7927232805941786)
F(426.1626414900309, 923.7937013835259, 2.7927232805941786)
F(399.56424009797536, 945.9084534030552, 2.5414432805941787)
F(379.6098463461903, 972.8057643105342, 2.3041232805941787)
F(366.5455202109398, 1003.4442774740993, 2.0691299472608455)
F(360.82398819019573, 1035.5119910471224, 1.843443280594179)
F(360.82398819019573, 1035.5119910471224, 1.843443280594179)
F(362.66189951901805, 1068.5851857725863, 1.6107766139275124)
F(372.10264044642446, 1100.6906488732843, 1.3781099472608456)
F(383.3605305795853, 1142.6872890525624, 1.3199432805941789)
F(383.3605305795853, 1142.6872890525624, 1.3199432805941789)
F(394.5238929800846, 1185.761769026013, 1.3176166139275123)
F(405.71349486995155, 1229.0096636978499, 1.3176166139275123)
F(416.99051552458303, 1272.5954325468103, 1.3176166139275123)
F(428.09269864968536, 1315.5054530415234, 1.3176166139275123)
F(428.09269864968536, 1315.5054530415234, 1.3176166139275123)
F(439.36971930431685, 1359.091221890484, 1.3176166139275123)
F(450.64673995894833, 1402.6769907394444, 1.3176166139275123)
F(461.83634184881527, 1445.9248854112811, 1.3176166139275123)
F(473.11336250344675, 1489.5106542602416, 1.3176166139275123)
F(473.11336250344675, 1489.5106542602416, 1.3176166139275123)
F(489.1704159196199, 1532.0184448097273, 1.2245499472608457)
F(509.2407001829478, 1572.2144163757314, 1.124503280594179)
F(533.225390709488, 1610.2047712160313, 1.0244566139275124)
F(533.225390709488, 1610.2047712160313, 1.0244566139275124)
F(560.6883675005587, 1645.5370852507556, 0.9267366139275124)
F(591.6903529228052, 1678.2898311557276, 0.8290166139275125)
F(625.4503063146743, 1707.404139172913, 0.7289699472608459)
F(625.4503063146743, 1707.404139172913, 0.7289699472608459)
F(662.4477164004916, 1732.6215827396752, 0.6172899472608459)
F(704.2733688115101, 1749.6616141634174, 0.4195232805941792)
F(748.3011008235942, 1758.0417767248455, 0.22175661392751253)
F(790.0414732519312, 1759.246652377153, 0.06354328059417921)
F(790.0414732519312, 1759.246652377153, 0.06354328059417921)
F(830.8143443778412, 1754.8068625822411, 6.207128587773766)
F(870.0323213981732, 1744.6985061626187, 6.065201921107099)
F(908.3960703459242, 1728.2412600330833, 5.911641921107099)
F(947.1888457280305, 1709.786490347878, 5.851148587773766)
F(947.1888457280305, 1709.786490347878, 5.851148587773766)
F(987.7561507933798, 1691.0813749049069, 5.851148587773766)
F(1028.3234558587292, 1672.3762594619357, 5.851148587773766)
F(1068.5738288532555, 1653.8172777333625, 5.851148587773766)
F(1068.5738288532555, 1653.8172777333625, 5.851148587773766)
F(1109.565179261204, 1634.7818801131716, 5.848821921107099)
F(1149.772262785346, 1616.1292995012914, 5.848821921107099)
F(1190.6125287271907, 1597.1829774624523, 5.848821921107099)
F(1231.4527946690355, 1578.2366554236132, 5.848821921107099)
F(1231.4527946690355, 1578.2366554236132, 5.848821921107099)
F(1271.9764694020287, 1559.4372040982535, 5.848821921107099)
F(1311.0385968118985, 1536.5982060368053, 5.767388587773766)
F(1347.1931029318132, 1510.2270248630264, 5.669668587773766)
F(1347.1931029318132, 1510.2270248630264, 5.669668587773766)
F(1380.386543194928, 1480.468447816404, 5.5696219211071)
F(1410.9457149153811, 1447.0608450980499, 5.469575254440433)
F(1437.543649238077, 1411.5066209876775, 5.371855254440433)
F(1437.543649238077, 1411.5066209876775, 5.371855254440433)
F(1457.60244353039, 1370.9338891274977, 5.1996819211071)
F(1469.1263344460694, 1327.451578403717, 5.0042419211071)
F(1472.8472144199127, 1284.9569404736194, 4.834395254440434)
F(1472.0365681280343, 1242.963292741322, 4.7180619211071)
F(1472.0365681280343, 1242.963292741322, 4.7180619211071)
F(1472.291968222401, 1197.9430171780627, 4.7180619211071)
F(1472.5434086253822, 1153.6207303832261, 4.7180619211071)
F(1469.0186789428087, 1108.8703885599189, 4.645935254440434)
F(1461.1101199638697, 1065.0050851340548, 4.550541921107101)
F(1461.1101199638697, 1065.0050851340548, 4.550541921107101)
F(1448.5952036038834, 1021.6700904898963, 4.448168587773767)
F(1431.7779887554975, 979.6330570506684, 4.348121921107101)
F(1411.166524833745, 939.9120920035106, 4.250401921107101)
F(1411.166524833745, 939.9120920035106, 4.250401921107101)
F(1386.58859133488, 902.302816213206, 4.150355254440434)
F(1358.7746202110773, 867.6916045521084, 4.0526352544404345)
F(1326.8316204177816, 835.1152709064789, 3.952588587773768)
F(1293.01174558342, 806.8844740743967, 3.854868587773768)
F(1293.01174558342, 806.8844740743967, 3.854868587773768)
F(1255.7749425133632, 781.4426588569512, 3.7571485877737683)
F(1215.815365877223, 759.779417072098, 3.654775254440435)
F(1174.264674726325, 742.2464330328785, 3.557055254440435)
F(1174.264674726325, 742.2464330328785, 3.557055254440435)
F(1131.6506822359831, 729.1534949220569, 3.4570085877737684)
F(1087.6054191620822, 720.2908067690936, 3.356961921107102)
F(1042.739060187075, 715.7218575723274, 3.259241921107102)
F(998.3370543724061, 715.6000299928036, 3.161521921107102)
F(998.3370543724061, 715.6000299928036, 3.161521921107102)
F(953.7012303812754, 718.1186489853716, 3.0963752544404355)
F(908.895177633313, 720.0239479511725, 3.0987019211071023)
F(863.9155819373449, 721.9543396283319, 3.0987019211071023)
F(863.9155819373449, 721.9543396283319, 3.0987019211071023)
F(819.2846652777796, 723.8697670289241, 3.0987019211071023)
F(774.4847604869485, 725.9145305200773, 3.0963752544404355)
F(729.6787077389861, 727.8198294858782, 3.0987019211071023)
F(684.350433006615, 729.7651854396047, 3.0987019211071023)
F(684.350433006615, 729.7651854396047, 3.0987019211071023)
F(639.9336891786704, 736.4275511104552, 3.0079619211071025)
F(597.2389070606503, 747.2865291231866, 2.9102419211071027)
F(554.6719036845074, 762.7131658014443, 2.810195254440436)
F(554.6719036845074, 762.7131658014443, 2.810195254440436)
F(513.9710827352664, 782.137599859987, 2.7124752544404362)
F(474.7406468857965, 803.5675903975413, 2.6519819211071027)
F(435.1056398847627, 824.5504106805789, 2.6543085877737695)
F(395.8443296634418, 845.492736357869, 2.6519819211071027)
F(395.8443296634418, 845.492736357869, 2.6519819211071027)
F(356.4205753078178, 866.5011912393547, 2.6519819211071027)
F(316.785568306784, 887.4840115223924, 2.6543085877737695)
F(277.21606934631325, 908.59010730109, 2.6519819211071027)
F(277.21606934631325, 908.59010730109, 2.6519819211071027)
F(236.96468486697987, 929.9004677869427, 2.6543085877737695)
F(197.80053671089462, 950.6537284514312, 2.6543085877737695)
F(158.23103775042387, 971.7598242301289, 2.6519819211071027)
F(158.23103775042387, 971.7598242301289, 2.6519819211071027)
F(118.49928531389658, 992.9324076653761, 2.6519819211071027)
F(78.86427831286282, 1013.9152279484138, 2.6543085877737695)
F(39.29477935239209, 1035.0213237271114, 2.6519819211071027)
F(1.200716047107452, 1055.1852935031116, 2.6543085877737695)
F(-4.468021606882722, 1058.2766781269809, 2.6519819211071027)
F(-4.468021606882722, 1058.2766781269809, 2.6519819211071027)
F(-4.468021606882722, 1058.2766781269809, 2.6519819211071027)
F(-4.468021606882722, 1058.2766781269809, 2.6519819211071027)
F(-4.468021606882722, 1058.2766781269809, 2.6519819211071027)
F(-4.468021606882722, 1058.2766781269809, 2.6519819211071027)
F(-4.468021606882722, 1058.2766781269809, 2.6519819211071027)
F(-4.468021606882722, 1058.2766781269809, 2.6519819211071027)
